ÅR;MÅNED_KODE;MÅNED;FYLKE;ARTSID;UTSETTSÅR;BEHFISK_STK;BIOMASSE_KG;UTSETT_SMOLT_STK;FORFORBRUK_KG;UTTAK_STK;UTTAK_KG;DØDFISK_STK;UTKAST_STK;RØMMING_STK;ANDRE_STK
2005;1;JANUAR;01 Finnmark;LAKS;2002;95347;545829,398;0;29290;0;0;911;0;0;0
2005;1;JANUAR;01 Finnmark;LAKS;2003;2238516;10186245,25;0;625198;705419;3352492;28167;0;0;0
2005;1;JANUAR;01 Finnmark;REGNBUEØRRET;2003;53523;129632,706;0;12627;0;0;45;0;0;0
2005;1;JANUAR;01 Finnmark;LAKS;2004;6872490;9591619,88;0;961333;0;0;35681;34;0;0
2005;1;JANUAR;01 Finnmark;REGNBUEØRRET;2004;284070;352301,491;0;40811;0;0;445;0;0;0
2005;1;JANUAR;02 Troms;LAKS;2002;68876;329728,93;0;30300;0;0;217;0;0;0
2005;1;JANUAR;02 Troms;REGNBUEØRRET;2002;0;0;0;0;40503;178515,07;61;520;0;659
2005;1;JANUAR;02 Troms;LAKS;2003;3891977;15865193,35;0;1460355;598508;3297827;11343;1344;0;2447
2005;1;JANUAR;02 Troms;REGNBUEØRRET;2003;41340;126087;0;20754;0;0;90;0;0;0
2005;1;JANUAR;02 Troms;LAKS;2004;13129313;14373064,99;0;1501504;0;0;93336;0;0;0
2005;1;JANUAR;02 Troms;REGNBUEØRRET;2004;172971;408187,43;0;45900;0;0;251;0;0;0
2005;1;JANUAR;03 Nordland;LAKS;2000;0;0;0;0;0;0;0;0;0;0
2005;1;JANUAR;03 Nordland;LAKS;2001;813358;1713688,589;0;143375;0;0;447;0;0;0
2005;1;JANUAR;03 Nordland;LAKS;2002;55723;227294,117;0;16500;33800;205200;362;0;0;0
2005;1;JANUAR;03 Nordland;REGNBUEØRRET;2002;0;0;0;0;12810;54255;0;0;0;0
2005;1;JANUAR;03 Nordland;LAKS;2003;8267471;35344777,27;0;4285735;1036239;5831470;28376;3578;0;0
2005;1;JANUAR;03 Nordland;REGNBUEØRRET;2003;1248499;3774282,59;0;411137;177231;710327;3428;0;0;0
2005;1;JANUAR;03 Nordland;LAKS;2004;21145941;28390102;0;4232088;68965;368480;197456;51;0;0
2005;1;JANUAR;03 Nordland;REGNBUEØRRET;2004;1897132;988119,625;0;194769;0;0;9091;0;0;0
2005;1;JANUAR;03 Nordland;REGNBUEØRRET;2005;335652;59323,84;278300;26873;0;0;1548;0;0;0
2005;1;JANUAR;04 Trøndelag;LAKS;2002;5974;65009,068;0;10035;0;0;2;0;0;0
2005;1;JANUAR;04 Trøndelag;LAKS;2003;9197859;38389257,92;0;4401085;1080948;5723658;65856;5797;0;0
2005;1;JANUAR;04 Trøndelag;REGNBUEØRRET;2003;341159;1319451,192;0;121752;193679;889949;3181;248;0;0
2005;1;JANUAR;04 Trøndelag;LAKS;2004;25472907;28284295,29;0;3471241;119166;220768;214776;86;0;0
2005;1;JANUAR;04 Trøndelag;REGNBUEØRRET;2004;662864;799076,88;0;106000;0;0;1619;0;0;0
2005;1;JANUAR;06 Møre og Romsdal;LAKS;2003;4652630;18648345,57;0;2241757;1050587;5787753,375;39307;9508;0;0
2005;1;JANUAR;06 Møre og Romsdal;REGNBUEØRRET;2003;507597;1718554,946;0;270986;203831;989425;1597;0;0;0
2005;1;JANUAR;06 Møre og Romsdal;LAKS;2004;15310981;17932058,6;0;2196800;33081;28674,875;152093;64;0;0
2005;1;JANUAR;06 Møre og Romsdal;REGNBUEØRRET;2004;4557430;4703975,45;0;1064508;183935;600942,076;14736;1008;0;0
2005;1;JANUAR;06 Møre og Romsdal;LAKS;2005;175288;20605,837;176095;3650;0;0;807;0;0;0
2005;1;JANUAR;06 Møre og Romsdal;REGNBUEØRRET;2005;65328;8949,936;67000;480;0;0;1672;0;0;0
2005;1;JANUAR;07 Sogn og Fjordane;LAKS;2003;3734464;13931247,09;0;1798977;594747;3196066;13217;15348;0;0
2005;1;JANUAR;07 Sogn og Fjordane;REGNBUEØRRET;2003;681521;2538886,608;0;434710;14700;54400;1720;50;0;0
2005;1;JANUAR;07 Sogn og Fjordane;LAKS;2004;12868451;14318113,28;0;1929726;0;0;69774;0;0;0
2005;1;JANUAR;07 Sogn og Fjordane;REGNBUEØRRET;2004;2775327;2163728,268;0;408512;0;0;6984;0;0;0
2005;1;JANUAR;08 Hordaland;LAKS;2000;0;0;0;0;0;0;0;0;0;0
2005;1;JANUAR;08 Hordaland;LAKS;2002;1139;11731,7;0;700;0;0;15;0;0;0
2005;1;JANUAR;08 Hordaland;LAKS;2003;8403565;31021453,6;0;3907281;1400422;6310481;98317;78247;0;0
2005;1;JANUAR;08 Hordaland;REGNBUEØRRET;2003;650496;2563614,327;0;314590;211540;950220;5474;2104;0;0
2005;1;JANUAR;08 Hordaland;LAKS;2004;25133191;30380124,43;0;4485807;63190;308227;356156;1786;0;0
2005;1;JANUAR;08 Hordaland;REGNBUEØRRET;2004;4550991;5915460,832;0;1263479;22355;48401;40993;100;0;0
2005;1;JANUAR;08 Hordaland;LAKS;2005;517380;44109,568;548463;12998;0;0;31083;0;0;0
2005;1;JANUAR;09 Rogaland og øvrige;LAKS;1999;53;184,917;0;0;0;0;3;0;0;0
2005;1;JANUAR;09 Rogaland og øvrige;REGNBUEØRRET;1999;71;272,143;0;0;0;0;0;0;0;0
2005;1;JANUAR;09 Rogaland og øvrige;LAKS;2000;386;1417,584;0;0;0;0;10;0;0;0
2005;1;JANUAR;09 Rogaland og øvrige;REGNBUEØRRET;2001;870;5655;0;100;0;0;90;0;0;0
2005;1;JANUAR;09 Rogaland og øvrige;LAKS;2002;433456;180536,529;0;19599;0;0;1252;0;0;0
2005;1;JANUAR;09 Rogaland og øvrige;REGNBUEØRRET;2002;7299;40834,25;0;950;0;0;1130;0;0;0
2005;1;JANUAR;09 Rogaland og øvrige;LAKS;2003;5358705;21140604;0;3019659;450276;2338210;8917;16949;0;0
2005;1;JANUAR;09 Rogaland og øvrige;REGNBUEØRRET;2003;3260;14409,2;0;630;0;0;40;0;0;0
2005;1;JANUAR;09 Rogaland og øvrige;LAKS;2004;15400523;15867753,54;0;2295300;950;1210;88540;0;0;0
2005;1;JANUAR;09 Rogaland og øvrige;REGNBUEØRRET;2004;4728;3309,6;0;740;0;0;22;0;0;0
2005;1;JANUAR;09 Rogaland og øvrige;LAKS;2005;63643;10776,138;0;3092;0;0;256;0;0;0
2005;1;JANUAR;UOPPGITT;LAKS;2000;0;0;0;0;0;0;0;0;0;0
2005;1;JANUAR;UOPPGITT;LAKS;2003;148860;798842,744;0;122748;13943;72694;371;0;0;0
2005;1;JANUAR;UOPPGITT;LAKS;2004;12000;6000;0;900;0;0;0;0;0;0
2005;2;FEBRUAR;01 Finnmark;LAKS;2002;0;0;0;12514;65438;407868,625;881;4897;0;0
2005;2;FEBRUAR;01 Finnmark;LAKS;2003;1895992;8586503,675;0;506619;195617;860749;12802;0;0;0
2005;2;FEBRUAR;01 Finnmark;REGNBUEØRRET;2003;53462;136381,562;0;8908;0;0;61;0;0;0
2005;2;FEBRUAR;01 Finnmark;LAKS;2004;7086979;9765945,628;0;814383;198487;849385;26941;0;0;0
2005;2;FEBRUAR;01 Finnmark;REGNBUEØRRET;2004;283685;376031,498;0;28397;0;0;385;0;0;0
2005;2;FEBRUAR;02 Troms;LAKS;2002;31071;162812,04;0;7300;43398;213111;84;0;0;0
2005;2;FEBRUAR;02 Troms;LAKS;2003;3144188;12533604,28;0;993123;662115;3674159,125;11068;3213;0;9828
2005;2;FEBRUAR;02 Troms;REGNBUEØRRET;2003;41195;135943,5;0;14090;0;0;145;0;0;0
2005;2;FEBRUAR;02 Troms;LAKS;2004;13069108;15603627,81;0;1429345;0;0;60233;0;0;0
2005;2;FEBRUAR;02 Troms;REGNBUEØRRET;2004;172641;452682,783;0;39663;0;0;330;0;0;0
2005;2;FEBRUAR;03 Nordland;LAKS;2000;0;0;0;0;0;0;0;0;0;0
2005;2;FEBRUAR;03 Nordland;LAKS;2001;812889;1865187,379;0;152385;0;0;469;0;0;0
2005;2;FEBRUAR;03 Nordland;LAKS;2002;55524;239586,06;0;16750;0;0;199;0;0;0
2005;2;FEBRUAR;03 Nordland;REGNBUEØRRET;2002;0;0;0;0;0;0;0;0;0;0
2005;2;FEBRUAR;03 Nordland;LAKS;2003;6777933;29735728,33;0;3050704;1644553;9285825,75;29042;6493;0;0
2005;2;FEBRUAR;03 Nordland;REGNBUEØRRET;2003;1060787;3242398,66;0;279537;181243;725219;4565;0;0;0
2005;2;FEBRUAR;03 Nordland;LAKS;2004;20843191;31301052,74;0;3211500;15123;69512;118815;23;0;0
2005;2;FEBRUAR;03 Nordland;REGNBUEØRRET;2004;2264548;1256343,892;0;197070;0;0;6312;0;0;0
2005;2;FEBRUAR;03 Nordland;LAKS;2005;94000;15510;94000;0;0;0;0;0;0;0
2005;2;FEBRUAR;04 Trøndelag;LAKS;2002;5969;71514,589;0;9665;0;0;5;0;0;0
2005;2;FEBRUAR;04 Trøndelag;LAKS;2003;7915471;32811961,25;0;3126796;1342005;7035502;57496;12733;0;0
2005;2;FEBRUAR;04 Trøndelag;REGNBUEØRRET;2003;156838;587078,89;0;30298;131530;479877;3174;0;0;0
2005;2;FEBRUAR;04 Trøndelag;LAKS;2004;24397755;29620287,47;0;3051270;16094;37510;213705;233;0;0
2005;2;FEBRUAR;04 Trøndelag;REGNBUEØRRET;2004;549455;775711,528;0;96725;9915;30328;3308;0;0;0
2005;2;FEBRUAR;06 Møre og Romsdal;LAKS;2003;3250798;13698632,42;0;1469107;870353;4588075,869;63141;3913;0;1091
2005;2;FEBRUAR;06 Møre og Romsdal;REGNBUEØRRET;2003;514909;1314871,453;0;349581;0;0;4614;0;0;0
2005;2;FEBRUAR;06 Møre og Romsdal;LAKS;2004;14937240;19609976,72;0;2182130;24641;4716;103784;0;0;31
2005;2;FEBRUAR;06 Møre og Romsdal;REGNBUEØRRET;2004;4231814;4926829,786;0;936480;370417;741913,548;11559;386;0;66
2005;2;FEBRUAR;06 Møre og Romsdal;LAKS;2005;773815;94320,816;602990;10680;0;0;4463;0;0;0
2005;2;FEBRUAR;06 Møre og Romsdal;REGNBUEØRRET;2005;157361;20447,374;96000;3220;0;0;3967;0;0;0
2005;2;FEBRUAR;07 Sogn og Fjordane;REGNBUEØRRET;2002;0;0;0;0;1780;11392;13;0;0;0
2005;2;FEBRUAR;07 Sogn og Fjordane;LAKS;2003;3236649;12553567,68;0;1288289;451785;2361907;23045;15805;0;0
2005;2;FEBRUAR;07 Sogn og Fjordane;REGNBUEØRRET;2003;540512;2090468,208;0;243023;140556;631787;1559;3268;0;0
2005;2;FEBRUAR;07 Sogn og Fjordane;LAKS;2004;12797961;15938164,71;0;1859282;9180;61202;78184;75;0;0
2005;2;FEBRUAR;07 Sogn og Fjordane;REGNBUEØRRET;2004;2704443;2441826,121;0;394131;12665;52306;6155;0;0;0
2005;2;FEBRUAR;08 Hordaland;LAKS;2000;0;0;0;0;0;0;0;0;0;0
2005;2;FEBRUAR;08 Hordaland;LAKS;2002;1120;11648;0;800;0;0;19;0;0;0
2005;2;FEBRUAR;08 Hordaland;LAKS;2003;6795571;26357744,04;0;2960544;1153818;5346513;95948;41064;0;0
2005;2;FEBRUAR;08 Hordaland;REGNBUEØRRET;2003;423991;1725528,035;0;169671;214965;1033834;3514;1833;0;0
2005;2;FEBRUAR;08 Hordaland;LAKS;2004;22597265;30590143,47;0;3962457;134911;526219;445994;10703;0;0
2005;2;FEBRUAR;08 Hordaland;REGNBUEØRRET;2004;5164470;7341101,1;0;1523748;101357;186120;38386;252;0;0
2005;2;FEBRUAR;08 Hordaland;LAKS;2005;494180;58913,016;0;18202;0;0;23200;0;0;0
2005;2;FEBRUAR;08 Hordaland;REGNBUEØRRET;2005;146000;21900;146000;0;0;0;0;0;0;0
2005;2;FEBRUAR;09 Rogaland og øvrige;LAKS;1999;53;209,88;0;25;0;0;0;0;0;0
2005;2;FEBRUAR;09 Rogaland og øvrige;REGNBUEØRRET;1999;71;310,128;0;38;0;0;0;0;0;0
2005;2;FEBRUAR;09 Rogaland og øvrige;LAKS;2000;385;1498,505;0;84;0;0;1;0;0;0
2005;2;FEBRUAR;09 Rogaland og øvrige;REGNBUEØRRET;2001;765;4896;0;105;0;0;105;0;0;0
2005;2;FEBRUAR;09 Rogaland og øvrige;LAKS;2002;501;398,295;0;25;0;0;0;0;0;0
2005;2;FEBRUAR;09 Rogaland og øvrige;REGNBUEØRRET;2002;4664;25157,424;0;748;0;0;1845;0;0;0
2005;2;FEBRUAR;09 Rogaland og øvrige;LAKS;2003;4814789;20411815,94;0;2083248;532265;2774026;11908;6465;0;0
2005;2;FEBRUAR;09 Rogaland og øvrige;REGNBUEØRRET;2003;3235;14557,5;0;400;0;0;25;0;0;0
2005;2;FEBRUAR;09 Rogaland og øvrige;LAKS;2004;15211608;17151021,85;0;1811102;84960;436071;93696;1030;0;0
2005;2;FEBRUAR;09 Rogaland og øvrige;REGNBUEØRRET;2004;4696;3662,88;0;520;0;0;32;0;0;0
2005;2;FEBRUAR;09 Rogaland og øvrige;LAKS;2005;63488;14062,376;0;3284;0;0;155;0;0;0
2005;2;FEBRUAR;UOPPGITT;LAKS;2000;0;0;0;0;0;0;0;0;0;0
2005;2;FEBRUAR;UOPPGITT;LAKS;2003;75592;449383,96;0;46061;162667;818290;487;900;0;0
2005;2;FEBRUAR;UOPPGITT;LAKS;2004;12000;7200;0;1050;0;0;0;0;0;0
2005;3;MARS;01 Finnmark;LAKS;2003;1082369;4759627,971;0;351956;557548;2702878,685;17816;766;0;3851
2005;3;MARS;01 Finnmark;REGNBUEØRRET;2003;53376;142994,304;0;8963;0;0;86;0;0;0
2005;3;MARS;01 Finnmark;LAKS;2004;6499679;9985190,897;0;870243;0;0;138359;0;0;0
2005;3;MARS;01 Finnmark;REGNBUEØRRET;2004;283090;400739,133;0;30600;0;0;595;0;0;0
2005;3;MARS;02 Troms;LAKS;2003;2281879;9067748,473;0;732217;662970;3660816,25;5382;460;0;4903
2005;3;MARS;02 Troms;REGNBUEØRRET;2003;41080;145834;0;12939;0;0;115;0;0;0
2005;3;MARS;02 Troms;LAKS;2004;12303803;16157647,04;0;1696150;0;0;60150;0;0;0
2005;3;MARS;02 Troms;REGNBUEØRRET;2004;209429;522939,032;0;48780;0;0;447;0;0;0
2005;3;MARS;02 Troms;LAKS;2005;122280;17318,1;80500;670;0;0;458;0;0;0
2005;3;MARS;02 Troms;REGNBUEØRRET;2005;86746;10562,607;86746;0;0;0;0;0;0;0
2005;3;MARS;03 Nordland;LAKS;2003;4941801;21243530,46;0;2082258;1375201;7629229,748;37193;7023;0;38607
2005;3;MARS;03 Nordland;REGNBUEØRRET;2003;940101;2949466,673;0;238137;116430;466325;4935;0;0;0
2005;3;MARS;03 Nordland;LAKS;2004;21411419;35397754,66;0;3787240;6922;35200,125;62921;22;0;180
2005;3;MARS;03 Nordland;REGNBUEØRRET;2004;2262883;1457157,982;0;214572;0;0;5370;0;0;0
2005;3;MARS;03 Nordland;LAKS;2005;1134183;150456,959;861668;16314;0;0;21632;0;0;0
2005;3;MARS;03 Nordland;REGNBUEØRRET;2005;79000;6241;79277;500;0;0;277;0;0;0
2005;3;MARS;04 Trøndelag;LAKS;2002;5962;77392,722;0;8937;0;0;7;0;0;0
2005;3;MARS;04 Trøndelag;LAKS;2003;6144114;27552018,3;0;2407293;1294293;6254924,553;48154;9179;0;4187
2005;3;MARS;04 Trøndelag;REGNBUEØRRET;2003;42675;203346,375;0;23617;145661;478544;2757;4994;0;-3566
2005;3;MARS;04 Trøndelag;LAKS;2004;23850075;33571985,95;0;3518393;31618;95132,25;61842;546;0;0
2005;3;MARS;04 Trøndelag;REGNBUEØRRET;2004;547311;847724,079;0;94808;0;0;2144;0;0;0
2005;3;MARS;04 Trøndelag;LAKS;2005;392293;53918,462;393738;2680;0;0;1445;0;0;0
2005;3;MARS;06 Møre og Romsdal;LAKS;2003;1790527;7749252,729;0;888596;757085;3838593,156;23358;12205;0;7511
2005;3;MARS;06 Møre og Romsdal;REGNBUEØRRET;2003;24520;93285,31;0;192300;16682;73021;6190;0;0;0
2005;3;MARS;06 Møre og Romsdal;LAKS;2004;14991078;22114648,48;0;2667411;65795;238659,492;103558;709;0;3000
2005;3;MARS;06 Møre og Romsdal;REGNBUEØRRET;2004;3611365;5309901,627;0;1148447;227260;830517,332;10532;431;0;-8338
2005;3;MARS;06 Møre og Romsdal;LAKS;2005;1005257;133183,792;314847;21710;0;0;4260;0;0;0
2005;3;MARS;06 Møre og Romsdal;REGNBUEØRRET;2005;800413;255392,711;0;72853;0;0;2764;0;0;0
2005;3;MARS;07 Sogn og Fjordane;LAKS;2003;2219365;8464877,89;0;1043801;952220;4457616,549;17388;3290;0;15669
2005;3;MARS;07 Sogn og Fjordane;REGNBUEØRRET;2003;304005;1152330,207;0;66433;228784;996217,938;2587;4152;0;4393
2005;3;MARS;07 Sogn og Fjordane;LAKS;2004;12682529;17710968,07;0;2066645;10481;23703,75;55725;330;0;0
2005;3;MARS;07 Sogn og Fjordane;REGNBUEØRRET;2004;2743569;2818702,659;0;400843;0;0;10309;0;0;0
2005;3;MARS;08 Hordaland;LAKS;2002;1112;11787,2;0;1110;0;0;8;0;0;0
2005;3;MARS;08 Hordaland;LAKS;2003;4429248;18811109,6;0;1932788;1065839;5442613,619;42482;22535;0;-60317
2005;3;MARS;08 Hordaland;REGNBUEØRRET;2003;173587;712933,102;0;93817;170349;808375,66;1348;1189;0;0
2005;3;MARS;08 Hordaland;LAKS;2004;22416418;33733726,3;0;3946673;111773;649642,5;286054;603;0;0
2005;3;MARS;08 Hordaland;REGNBUEØRRET;2004;5160624;8223649,953;0;1263333;53632;161567;30652;784;0;0
2005;3;MARS;08 Hordaland;LAKS;2005;485759;77425,632;0;20886;0;0;8421;0;0;0
2005;3;MARS;08 Hordaland;REGNBUEØRRET;2005;259173;46841,318;118149;5017;0;0;4976;0;0;0
2005;3;MARS;09 Rogaland og øvrige;LAKS;1999;52;229,944;0;24;0;0;1;0;0;0
2005;3;MARS;09 Rogaland og øvrige;REGNBUEØRRET;1999;71;339,167;0;29;0;0;0;0;0;0
2005;3;MARS;09 Rogaland og øvrige;LAKS;2000;384;1551,742;0;60;0;0;1;0;0;0
2005;3;MARS;09 Rogaland og øvrige;REGNBUEØRRET;2000;320;2048;0;130;0;0;55;0;0;0
2005;3;MARS;09 Rogaland og øvrige;REGNBUEØRRET;2001;345;2225,25;0;170;0;0;45;0;0;0
2005;3;MARS;09 Rogaland og øvrige;LAKS;2002;501;433,365;0;35;0;0;0;0;0;0
2005;3;MARS;09 Rogaland og øvrige;REGNBUEØRRET;2002;3183;16156,354;0;740;0;0;1481;0;0;0
2005;3;MARS;09 Rogaland og øvrige;LAKS;2003;3420468;14798688,04;0;1861191;970122;4784783,75;15735;21723;0;12743
2005;3;MARS;09 Rogaland og øvrige;REGNBUEØRRET;2003;3208;14660,56;0;430;0;0;27;0;0;0
2005;3;MARS;09 Rogaland og øvrige;LAKS;2004;14212406;17067848,08;0;1669367;54196;221712,75;55214;4518;0;-1044
2005;3;MARS;09 Rogaland og øvrige;REGNBUEØRRET;2004;4666;4012,76;0;580;0;0;32;0;0;0
2005;3;MARS;09 Rogaland og øvrige;LAKS;2005;76360;20583,65;647;4196;0;0;246;0;0;0
2005;3;MARS;09 Rogaland og øvrige;REGNBUEØRRET;2005;0;0;0;0;0;0;0;0;0;0
2005;3;MARS;UOPPGITT;LAKS;2003;0;0;0;0;41607;212301;0;815;0;0
2005;3;MARS;UOPPGITT;LAKS;2004;440348;553217,331;0;55875;0;0;3372;0;0;0
2005;3;MARS;UOPPGITT;LAKS;2005;0;0;0;0;0;0;0;0;0;0
2005;4;APRIL;01 Finnmark;LAKS;2003;630850;2890670,603;0;123096;669522;3045944,25;5873;1150;0;13543
2005;4;APRIL;01 Finnmark;REGNBUEØRRET;2003;53251;149315,804;0;8711;0;0;125;0;0;0
2005;4;APRIL;01 Finnmark;LAKS;2004;6407737;10581102,59;0;803843;61833;106360,875;30412;0;0;0
2005;4;APRIL;01 Finnmark;REGNBUEØRRET;2004;282455;425312,088;0;30834;0;0;635;0;0;0
2005;4;APRIL;01 Finnmark;LAKS;2005;316890;30822,138;318577;2200;0;0;1644;0;0;0
2005;4;APRIL;02 Troms;LAKS;2003;1544847;6143256,67;0;486540;592336;3400751,125;5066;380;0;2601
2005;4;APRIL;02 Troms;REGNBUEØRRET;2003;40870;151219;0;10290;0;0;210;0;0;0
2005;4;APRIL;02 Troms;LAKS;2004;12877994;18702329,82;0;1986785;0;0;61564;7;0;0
2005;4;APRIL;02 Troms;REGNBUEØRRET;2004;209101;576306,09;0;68790;0;0;328;0;0;0
2005;4;APRIL;02 Troms;LAKS;2005;1289023;142225,477;1174048;6586;0;0;9594;0;0;0
2005;4;APRIL;02 Troms;REGNBUEØRRET;2005;81901;19307,44;0;4150;0;0;2556;0;0;0
2005;4;APRIL;03 Nordland;LAKS;2002;37352;84789,04;0;8955;0;0;47;0;0;0
2005;4;APRIL;03 Nordland;LAKS;2003;3044928;12200329;0;1308357;1533211;8296536,826;22306;6695;0;29094
2005;4;APRIL;03 Nordland;REGNBUEØRRET;2003;787698;2571367,8;0;227485;196192;757129;2388;0;0;0
2005;4;APRIL;03 Nordland;LAKS;2004;20302541;36956334,37;0;4375260;66305;294879,375;61711;7972;0;1490
2005;4;APRIL;03 Nordland;REGNBUEØRRET;2004;2307418;1509355,511;0;218131;0;0;15982;0;0;0
2005;4;APRIL;03 Nordland;LAKS;2005;3136623;458771,891;1947402;82471;0;0;101714;0;0;0
2005;4;APRIL;03 Nordland;REGNBUEØRRET;2005;296206;35730,271;238703;3475;0;0;21497;0;0;0
2005;4;APRIL;04 Trøndelag;LAKS;2002;5938;85079,664;0;12205;0;0;24;0;0;0
2005;4;APRIL;04 Trøndelag;LAKS;2003;4415306;20246558,76;0;1751135;1660702;8316259,693;40394;8310;0;110585
2005;4;APRIL;04 Trøndelag;LAKS;2004;23826182;36085962,77;0;4334061;0;0;66049;0;0;6130
2005;4;APRIL;04 Trøndelag;REGNBUEØRRET;2004;545770;948704,594;0;127605;0;0;1541;0;0;0
2005;4;APRIL;04 Trøndelag;LAKS;2005;3915574;506964,168;3179621;78474;0;0;49091;0;0;0
2005;4;APRIL;06 Møre og Romsdal;LAKS;2003;1127267;4988848,164;0;561672;892131;4140531,011;17686;9225;0;16258
2005;4;APRIL;06 Møre og Romsdal;REGNBUEØRRET;2003;11523;57633,127;0;117222;307211;1260290,95;2451;341;0;11490
2005;4;APRIL;06 Møre og Romsdal;LAKS;2004;14528363;23984311,24;0;3087096;194795;683431,425;101986;1432;0;-25186
2005;4;APRIL;06 Møre og Romsdal;REGNBUEØRRET;2004;3588430;5820662,566;0;1379893;54370;173090,018;15213;98;0;0
2005;4;APRIL;06 Møre og Romsdal;LAKS;2005;5260377;653041,256;4270761;73312;0;0;15788;0;0;0
2005;4;APRIL;06 Møre og Romsdal;REGNBUEØRRET;2005;1366832;314444,049;845574;82287;0;0;20153;0;0;0
2005;4;APRIL;07 Sogn og Fjordane;LAKS;2003;1461497;5537868,019;0;621026;423677;1937433,25;13042;2559;0;11976
2005;4;APRIL;07 Sogn og Fjordane;REGNBUEØRRET;2003;102991;393485,95;0;23582;122008;530190,355;314;748;0;14713
2005;4;APRIL;07 Sogn og Fjordane;LAKS;2004;11935982;18555328,26;0;2429545;46303;206457,114;64614;6620;0;108
2005;4;APRIL;07 Sogn og Fjordane;REGNBUEØRRET;2004;2630840;2867401,935;0;489513;22000;99001,2;4704;1000;0;0
2005;4;APRIL;07 Sogn og Fjordane;LAKS;2005;1146123;155235,159;1148900;12218;0;0;2592;0;0;0
2005;4;APRIL;07 Sogn og Fjordane;REGNBUEØRRET;2005;67552;7782,14;67575;240;0;0;23;0;0;0
2005;4;APRIL;08 Hordaland;LAKS;2002;1089;11761,2;0;850;0;0;23;0;0;0
2005;4;APRIL;08 Hordaland;LAKS;2003;3245336;14292544,61;0;1547074;1386711;6946981,419;44784;37774;0;11217
2005;4;APRIL;08 Hordaland;REGNBUEØRRET;2003;54166;250949,706;0;28705;58404;283280;130;0;0;0
2005;4;APRIL;08 Hordaland;LAKS;2004;20469327;36244795,87;0;4907919;105189;384315;156585;5798;0;901
2005;4;APRIL;08 Hordaland;REGNBUEØRRET;2004;4835021;8322176,664;0;1331723;258839;980818;26156;4086;0;0
2005;4;APRIL;08 Hordaland;LAKS;2005;6618760;1266271,329;6092366;168606;0;0;73450;0;0;0
2005;4;APRIL;08 Hordaland;REGNBUEØRRET;2005;968667;181717,982;520203;20431;0;0;2759;0;0;0
2005;4;APRIL;09 Rogaland og øvrige;LAKS;1999;52;266,916;0;37;0;0;0;0;0;0
2005;4;APRIL;09 Rogaland og øvrige;REGNBUEØRRET;1999;69;369,081;0;40;0;0;2;0;0;0
2005;4;APRIL;09 Rogaland og øvrige;LAKS;2000;378;1577,332;0;64;0;0;6;0;0;0
2005;4;APRIL;09 Rogaland og øvrige;REGNBUEØRRET;2001;2400;14880;0;750;0;0;89;0;0;0
2005;4;APRIL;09 Rogaland og øvrige;LAKS;2002;501;541,08;0;108;0;0;0;0;0;0
2005;4;APRIL;09 Rogaland og øvrige;REGNBUEØRRET;2002;1304;5462,893;0;500;0;0;45;0;0;0
2005;4;APRIL;09 Rogaland og øvrige;LAKS;2003;2872765;13145621,97;0;1337844;823592;3994714,25;18913;16520;0;24164
2005;4;APRIL;09 Rogaland og øvrige;REGNBUEØRRET;2003;3189;15083,97;0;680;0;0;19;0;0;0
2005;4;APRIL;09 Rogaland og øvrige;LAKS;2004;16205289;19978735,62;0;2276970;50740;276095,875;86669;487;0;1609
2005;4;APRIL;09 Rogaland og øvrige;REGNBUEØRRET;2004;9331;6383,18;0;1180;0;0;35;0;0;0
2005;4;APRIL;09 Rogaland og øvrige;LAKS;2005;2206986;289852,915;2283335;19727;0;0;49508;0;0;0
2005;4;APRIL;09 Rogaland og øvrige;REGNBUEØRRET;2005;0;0;0;0;0;0;0;0;0;0
2005;4;APRIL;UOPPGITT;LAKS;2003;95580;312969,608;0;4896;0;0;975;0;0;0
2005;4;APRIL;UOPPGITT;LAKS;2004;448799;613012,423;0;55200;0;0;3539;0;0;0
2005;4;APRIL;UOPPGITT;LAKS;2005;752426;80678,905;755402;15250;0;0;2976;0;0;0
2005;5;MAI;01 Finnmark;LAKS;2003;340217;1476388,283;0;111936;287748;1322482,129;3050;2200;0;7469
2005;5;MAI;01 Finnmark;REGNBUEØRRET;2003;53107;161179,745;0;16076;0;0;144;0;0;0
2005;5;MAI;01 Finnmark;LAKS;2004;6339921;11306253,81;0;951151;52828;101950,875;20542;0;0;12353
2005;5;MAI;01 Finnmark;REGNBUEØRRET;2004;282064;467052,511;0;52097;0;0;391;0;0;0
2005;5;MAI;01 Finnmark;LAKS;2005;3162206;313627,662;2936063;56734;0;0;90747;0;0;0
2005;5;MAI;01 Finnmark;REGNBUEØRRET;2005;307124;44452,643;319800;19600;0;0;12676;0;0;0
2005;5;MAI;02 Troms;LAKS;2003;953093;3643868,519;0;368104;406532;2239630,875;2334;156;0;0
2005;5;MAI;02 Troms;REGNBUEØRRET;2003;26024;104096;0;21506;14667;47330;180;0;0;0
2005;5;MAI;02 Troms;LAKS;2004;12190356;20111795,9;0;2785919;0;0;41868;0;0;0
2005;5;MAI;02 Troms;REGNBUEØRRET;2004;208913;607579,555;0;41233;0;0;188;0;0;0
2005;5;MAI;02 Troms;LAKS;2005;6988756;926410,233;5558581;167502;0;0;113096;0;0;0
