ÅR;MÅNED_KODE;MÅNED;FYLKE;ARTSID;UTSETTSÅR;BEHFISK_STK;BIOMASSE_KG;UTSETT_SMOLT_STK;FORFORBRUK_KG;UTTAK_STK;UTTAK_KG;DØDFISK_STK;UTKAST_STK;RØMMING_STK;ANDRE_STK
2009;2;FEBRUAR;02 Troms;LAKS;2007;7778527;29828365,09;0;2771170;944489;4635381;49293;6782;0;10705
2009;2;FEBRUAR;02 Troms;REGNBUEØRRET;2007;604516;1898541,771;0;163980;43500;147550;2594;0;0;0
2009;2;FEBRUAR;02 Troms;LAKS;2008;22588299;22495972,75;0;2232515;0;0;172676;0;0;1
2009;2;FEBRUAR;02 Troms;REGNBUEØRRET;2008;1001523;817491,94;0;117090;0;0;4351;0;0;0
2009;2;FEBRUAR;02 Troms;LAKS;2009;252284;31726,322;88504;4500;0;0;11658;0;0;0
2009;2;FEBRUAR;02 Troms;REGNBUEØRRET;2009;0;0;0;0;0;0;0;0;0;0
2009;2;FEBRUAR;03 Nordland;LAKS;2007;11523388;45976734,54;0;4874067;1894856;11153421,13;25593;8033;0;61313
2009;2;FEBRUAR;03 Nordland;REGNBUEØRRET;2007;2304732;7154848,854;0;671381;166380;679649,35;9473;1526;0;9513
2009;2;FEBRUAR;03 Nordland;LAKS;2008;34303757;39970563,01;0;4229497;0;0;173894;0;0;46
2009;2;FEBRUAR;03 Nordland;REGNBUEØRRET;2008;688124;1210385,039;0;129470;0;0;2775;0;0;0
2009;2;FEBRUAR;03 Nordland;LAKS;2009;1894844;394056,118;1806263;37259;0;0;218218;0;0;0
2009;2;FEBRUAR;04 Trøndelag;LAKS;2003;277623;156608,987;0;31863;0;0;604;0;0;0
2009;2;FEBRUAR;04 Trøndelag;LAKS;2007;13154641;55598810,12;0;6206369;2139039;10686371,53;39926;8886;80;-46319
2009;2;FEBRUAR;04 Trøndelag;REGNBUEØRRET;2007;10916;63596,616;0;3500;27721;139796;323;0;0;-1412
2009;2;FEBRUAR;04 Trøndelag;LAKS;2008;40768982;47545075,71;0;5440346;0;0;169161;0;0;-31488
2009;2;FEBRUAR;04 Trøndelag;REGNBUEØRRET;2008;47637;26810,675;0;5500;0;0;146;0;0;0
2009;2;FEBRUAR;04 Trøndelag;LAKS;2009;396578;32132,856;397348;480;0;0;770;0;0;0
2009;2;FEBRUAR;06 Møre og Romsdal;LAKS;2006;0;0;0;0;0;0;54;0;0;2940
2009;2;FEBRUAR;06 Møre og Romsdal;LAKS;2007;7262310;28492309,88;0;3136980;1087430;5644191,515;58091;46166;0;1889
2009;2;FEBRUAR;06 Møre og Romsdal;REGNBUEØRRET;2007;686506;1365555,438;0;186800;280642;1013486;1296;0;0;100357
2009;2;FEBRUAR;06 Møre og Romsdal;LAKS;2008;25016371;29147849,36;0;3289414;0;0;176546;0;0;-2207
2009;2;FEBRUAR;06 Møre og Romsdal;REGNBUEØRRET;2008;2125909;1172790,045;0;254257;0;0;4948;0;0;0
2009;2;FEBRUAR;07 Sogn og Fjordane;REGNBUEØRRET;2006;0;0;0;0;2125;4800;42;0;0;0
2009;2;FEBRUAR;07 Sogn og Fjordane;LAKS;2007;4325693;16643672,12;0;1924748;738176;3259849,75;8816;54651;0;-6190
2009;2;FEBRUAR;07 Sogn og Fjordane;REGNBUEØRRET;2007;769381;3031930,794;0;271238;501596;1938544,69;6850;5052;0;31893
2009;2;FEBRUAR;07 Sogn og Fjordane;LAKS;2008;17180114;21373350,22;0;2344948;0;0;68928;0;0;15804
2009;2;FEBRUAR;07 Sogn og Fjordane;REGNBUEØRRET;2008;2940578;2027478,114;0;295777;0;0;10389;0;0;0
2009;2;FEBRUAR;08 Hordaland;LAKS;2002;0;0;0;0;0;0;0;0;0;0
2009;2;FEBRUAR;08 Hordaland;LAKS;2007;9472250;36454227,65;0;3341821;1966578;9777577,766;65543;54200;0;62137
2009;2;FEBRUAR;08 Hordaland;REGNBUEØRRET;2007;1284106;4847305,576;0;480002;557791;2270062,802;9883;11192;0;-15175
2009;2;FEBRUAR;08 Hordaland;LAKS;2008;35651692;50652646,3;0;5181737;0;0;147012;0;0;13
2009;2;FEBRUAR;08 Hordaland;REGNBUEØRRET;2008;7556943;13025779,95;0;1425586;0;0;40677;0;0;0
2009;2;FEBRUAR;08 Hordaland;LAKS;2009;12177;3296,319;9000;403;0;0;1;0;0;0
2009;2;FEBRUAR;08 Hordaland;REGNBUEØRRET;2009;600688;73356,922;213100;17914;0;0;20984;0;0;0
2009;2;FEBRUAR;09 Rogaland og øvrige;REGNBUEØRRET;2004;5206;33745,6;0;1260;0;0;607;204;0;0
2009;2;FEBRUAR;09 Rogaland og øvrige;LAKS;2007;7803449;29561172,13;0;2303838;730113;3375864;39132;14807;0;16895
2009;2;FEBRUAR;09 Rogaland og øvrige;REGNBUEØRRET;2007;10159;43683,7;0;3400;0;0;63;0;0;0
2009;2;FEBRUAR;09 Rogaland og øvrige;LAKS;2008;19059917;19639232,97;0;1790648;0;0;63551;0;0;1
2009;2;FEBRUAR;09 Rogaland og øvrige;LAKS;2009;40412;2424,72;40470;125;0;0;58;0;0;0
2009;3;MARS;01 Finnmark;REGNBUEØRRET;2006;31611;130964,373;0;0;68029;294734,53;1479;228;0;-4416
2009;3;MARS;01 Finnmark;LAKS;2007;2183373;8666979,043;0;544138;698770;3404526,25;11402;1935;0;-24736
2009;3;MARS;01 Finnmark;REGNBUEØRRET;2007;2213096;4128836,095;0;214581;0;0;12459;0;12000;0
2009;3;MARS;01 Finnmark;LAKS;2008;11273343;11056954,33;0;1022554;0;0;90467;0;0;0
2009;3;MARS;01 Finnmark;REGNBUEØRRET;2008;1386908;1047600,496;0;66618;0;0;5271;0;0;0
2009;3;MARS;02 Troms;REGNBUEØRRET;2004;0;0;0;0;0;0;0;0;0;0
2009;3;MARS;02 Troms;REGNBUEØRRET;2005;0;0;0;0;0;0;25;0;0;0
2009;3;MARS;02 Troms;LAKS;2007;6189908;23131586,78;0;2616808;1557694;8602787,25;17910;4656;0;-6404
2009;3;MARS;02 Troms;REGNBUEØRRET;2007;487635;1570898,038;0;136979;115750;396641;2644;77;0;0
2009;3;MARS;02 Troms;LAKS;2008;22451027;24478360,17;0;2578805;0;0;157268;0;0;20001
2009;3;MARS;02 Troms;REGNBUEØRRET;2008;996751;906675,92;0;122400;0;0;4772;0;0;0
2009;3;MARS;02 Troms;LAKS;2009;244153;37841,764;0;7500;0;0;8131;0;0;0
2009;3;MARS;02 Troms;REGNBUEØRRET;2009;0;0;0;0;0;0;0;0;0;0
2009;3;MARS;03 Nordland;LAKS;2007;8524066;32802108,93;0;3417035;1853253;10219867,34;16124;8774;0;70985
2009;3;MARS;03 Nordland;REGNBUEØRRET;2007;1907404;6122905,718;0;645648;390259;1583933,36;7342;2740;500;5109
2009;3;MARS;03 Nordland;LAKS;2008;31072834;38122117,79;0;3965724;78906;379919,375;138588;73;0;3009
2009;3;MARS;03 Nordland;REGNBUEØRRET;2008;685285;1310217,811;0;140082;0;0;2839;0;0;0
2009;3;MARS;03 Nordland;LAKS;2009;3204257;707715,644;1483701;118581;0;0;159503;0;0;0
2009;3;MARS;04 Trøndelag;LAKS;2003;277324;180965,241;0;24507;0;0;299;0;0;0
2009;3;MARS;04 Trøndelag;LAKS;2007;9822183;42992566,47;0;4749318;3257951;15771822,14;89137;16033;0;45851
2009;3;MARS;04 Trøndelag;REGNBUEØRRET;2007;10802;68333,452;0;7500;0;0;114;0;0;0
2009;3;MARS;04 Trøndelag;LAKS;2008;40102845;52510149,96;0;6195141;0;0;125834;0;0;-62880
2009;3;MARS;04 Trøndelag;REGNBUEØRRET;2008;47531;33233,703;0;6500;0;0;106;0;0;0
2009;3;MARS;04 Trøndelag;LAKS;2009;3026007;1172789,064;2295612;33416;0;0;140259;0;0;0
2009;3;MARS;06 Møre og Romsdal;LAKS;2006;0;0;0;0;0;0;0;0;0;0
2009;3;MARS;06 Møre og Romsdal;LAKS;2007;5985930;24656693,78;0;2681641;1177714;5732329,25;44887;45876;0;-1697
2009;3;MARS;06 Møre og Romsdal;REGNBUEØRRET;2007;258905;508930,711;0;82500;289200;862158;711;0;0;-131448
2009;3;MARS;06 Møre og Romsdal;LAKS;2008;24812796;32532402,18;0;3642387;931;1575;161910;0;0;-38851
2009;3;MARS;06 Møre og Romsdal;REGNBUEØRRET;2008;2115175;1363536,354;0;242468;0;0;10734;0;0;0
2009;3;MARS;06 Møre og Romsdal;LAKS;2009;807156;110152,396;812623;8575;0;0;5467;0;0;0
2009;3;MARS;07 Sogn og Fjordane;LAKS;2007;3495215;14098331,25;0;1514892;831017;3709239,75;10960;2330;0;13541
2009;3;MARS;07 Sogn og Fjordane;REGNBUEØRRET;2007;388398;1448937,784;0;56227;365499;1464752,872;2963;1164;0;-1317
2009;3;MARS;07 Sogn og Fjordane;LAKS;2008;16283885;23429802,02;0;2448895;0;0;68918;0;0;0
2009;3;MARS;07 Sogn og Fjordane;REGNBUEØRRET;2008;2522240;1807914,03;0;231102;0;0;8364;0;0;0
2009;3;MARS;07 Sogn og Fjordane;REGNBUEØRRET;2009;89450;6350,95;92000;500;0;0;2550;0;0;0
2009;3;MARS;08 Hordaland;LAKS;2002;0;0;0;0;0;0;0;0;0;0
2009;3;MARS;08 Hordaland;LAKS;2007;6929444;28727997,7;0;2840552;2409251;11333046,83;33494;64265;0;-39647
2009;3;MARS;08 Hordaland;REGNBUEØRRET;2007;609987;2026055,356;0;243041;486285;2036576,685;4779;14303;0;23575
2009;3;MARS;08 Hordaland;LAKS;2008;35527899;54616325,58;0;5902608;254386;975047;116885;3674;0;239
2009;3;MARS;08 Hordaland;REGNBUEØRRET;2008;7345430;13635035,36;0;1426156;115702;428667,67;82705;3625;0;-7880
2009;3;MARS;08 Hordaland;LAKS;2009;690300;102437,78;678263;1516;0;0;44;106;0;0
2009;3;MARS;08 Hordaland;REGNBUEØRRET;2009;1384384;225853,813;822303;42577;0;0;38607;0;0;0
2009;3;MARS;09 Rogaland og øvrige;REGNBUEØRRET;2004;2218;15969,6;0;800;0;0;201;0;0;0
2009;3;MARS;09 Rogaland og øvrige;REGNBUEØRRET;2005;12832;66091,4;0;5050;0;0;314;0;0;0
2009;3;MARS;09 Rogaland og øvrige;LAKS;2007;6367972;26542115,77;0;2542115;1137218;5399075,625;49302;20727;0;-225430
2009;3;MARS;09 Rogaland og øvrige;LAKS;2008;19442755;22534291,84;0;2465469;0;0;80290;0;0;0
2009;3;MARS;09 Rogaland og øvrige;LAKS;2009;20868;939,06;0;225;0;0;83;0;0;0
2009;4;APRIL;01 Finnmark;REGNBUEØRRET;2006;0;0;0;0;28442;119702,775;1200;132;0;-1808
2009;4;APRIL;01 Finnmark;LAKS;2007;1842621;6820145,825;0;329739;333175;1899228,788;5611;962;0;-1008
2009;4;APRIL;01 Finnmark;REGNBUEØRRET;2007;2206412;4355411,886;0;265061;0;0;6684;0;0;0
2009;4;APRIL;01 Finnmark;LAKS;2008;11155503;11924999,53;0;975450;0;0;117804;0;0;20
2009;4;APRIL;01 Finnmark;REGNBUEØRRET;2008;1381768;1097011,721;0;80762;0;0;5140;0;0;0
2009;4;APRIL;02 Troms;REGNBUEØRRET;2004;0;0;0;0;0;0;0;0;0;0
2009;4;APRIL;02 Troms;REGNBUEØRRET;2005;0;0;0;0;0;0;0;0;0;0
2009;4;APRIL;02 Troms;LAKS;2007;4839727;17845785,19;0;1662791;1261927;6463434,125;11415;2822;0;-7802
2009;4;APRIL;02 Troms;REGNBUEØRRET;2007;370802;1232910,072;0;114228;118964;423292,61;4778;80;0;0
2009;4;APRIL;02 Troms;LAKS;2008;22290865;26735469,39;0;2708482;0;0;159824;0;0;50
2009;4;APRIL;02 Troms;REGNBUEØRRET;2008;988933;980188,61;0;109582;0;0;7768;0;0;0
2009;4;APRIL;02 Troms;LAKS;2009;2931566;281984,187;2487941;39259;0;0;39515;0;0;0
2009;4;APRIL;02 Troms;REGNBUEØRRET;2009;102096;11936,13;114159;1557;0;0;12063;0;0;0
2009;4;APRIL;03 Nordland;LAKS;2007;7668100;30450331,03;0;3013941;1343684;6481246,25;13258;3341;0;30030
2009;4;APRIL;03 Nordland;REGNBUEØRRET;2007;1595697;5257118,86;0;592028;286922;1163515,74;3778;1540;0;8049
2009;4;APRIL;03 Nordland;LAKS;2008;30604977;41182106,79;0;4466088;214383;914569,343;171003;95;81074;95299
2009;4;APRIL;03 Nordland;REGNBUEØRRET;2008;662929;1344417,05;0;157427;19462;75388,97;2825;0;0;0
2009;4;APRIL;03 Nordland;LAKS;2009;5072561;1105060,272;1842121;216637;0;0;155905;0;0;0
2009;4;APRIL;03 Nordland;REGNBUEØRRET;2009;182189;12753,23;191990;157;0;0;9801;0;0;0
2009;4;APRIL;04 Trøndelag;LAKS;2003;49284;38392,236;0;1009;0;0;67;0;0;0
2009;4;APRIL;04 Trøndelag;LAKS;2007;6603802;30545831,73;0;3527936;3249638;14900541,95;61456;14044;0;71210
2009;4;APRIL;04 Trøndelag;REGNBUEØRRET;2007;0;0;0;0;10681;64702;85;0;0;-36
2009;4;APRIL;04 Trøndelag;LAKS;2008;38678104;59233052,64;0;7193318;114167;492207,375;151107;0;0;8634
2009;4;APRIL;04 Trøndelag;REGNBUEØRRET;2008;47478;44183,135;0;11000;0;0;53;0;0;0
2009;4;APRIL;04 Trøndelag;LAKS;2009;4411473;844741,719;1942947;159905;0;0;245489;0;0;0
2009;4;APRIL;06 Møre og Romsdal;LAKS;2006;0;0;0;0;0;0;0;0;0;0
2009;4;APRIL;06 Møre og Romsdal;LAKS;2007;4133214;16994046,84;0;2000547;1766837;8413789,585;64821;37404;0;20703
2009;4;APRIL;06 Møre og Romsdal;REGNBUEØRRET;2007;259020;580733,764;0;101139;0;0;1140;0;0;0
2009;4;APRIL;06 Møre og Romsdal;LAKS;2008;24475808;35971891,17;0;4484598;51160;185022,75;201808;113;0;-45151
2009;4;APRIL;06 Møre og Romsdal;REGNBUEØRRET;2008;2108969;1636640,791;0;347650;0;0;2618;0;0;0
2009;4;APRIL;06 Møre og Romsdal;LAKS;2009;3673056;486115,505;2865469;76140;0;0;48770;0;0;21
2009;4;APRIL;07 Sogn og Fjordane;LAKS;2007;2265947;9834744,972;0;1326808;797583;3792223,073;13316;5536;0;-29759
2009;4;APRIL;07 Sogn og Fjordane;REGNBUEØRRET;2007;306752;1194512,493;0;108289;47219;336463,341;2261;100;0;-2983
2009;4;APRIL;07 Sogn og Fjordane;LAKS;2008;17034460;26431175,14;0;3586824;28109;80800;45957;1876;0;0
2009;4;APRIL;07 Sogn og Fjordane;REGNBUEØRRET;2008;2922863;2665570,608;0;445145;0;0;8915;0;0;0
2009;4;APRIL;07 Sogn og Fjordane;LAKS;2009;3450891;397960,9;3466374;39945;0;0;8230;0;0;0
2009;4;APRIL;07 Sogn og Fjordane;REGNBUEØRRET;2009;87910;9670,1;0;4000;0;0;1540;0;0;0
2009;4;APRIL;08 Hordaland;LAKS;2002;0;0;0;0;0;0;0;0;0;0
2009;4;APRIL;08 Hordaland;LAKS;2007;4795041;20956695,82;0;2609379;1966953;9002857,058;22109;48289;0;-56157
2009;4;APRIL;08 Hordaland;REGNBUEØRRET;2007;528242;1958212,629;0;255402;237287;994671,252;4282;3669;0;1266
2009;4;APRIL;08 Hordaland;LAKS;2008;34953960;59305991,89;0;7967899;290252;1196939,625;104411;6233;0;2947
2009;4;APRIL;08 Hordaland;REGNBUEØRRET;2008;6929463;13582559,75;0;1922180;356076;1341897,209;35239;4832;0;63466
2009;4;APRIL;08 Hordaland;LAKS;2009;10363647;1624340,508;9258391;321735;0;0;104194;106;0;-82175
2009;4;APRIL;08 Hordaland;REGNBUEØRRET;2009;2487767;471867,716;1141366;137914;0;0;37983;0;0;0
2009;4;APRIL;09 Rogaland og øvrige;REGNBUEØRRET;2004;4694;34226,04;0;2000;0;0;241;0;0;0
2009;4;APRIL;09 Rogaland og øvrige;REGNBUEØRRET;2005;10048;45216;0;3600;0;0;67;0;0;0
2009;4;APRIL;09 Rogaland og øvrige;LAKS;2007;4334017;19092845,73;0;2276685;1875881;8812770,625;54282;30799;0;-53874
2009;4;APRIL;09 Rogaland og øvrige;LAKS;2008;19350443;26057670,7;0;4033625;0;0;90560;0;0;2
2009;4;APRIL;09 Rogaland og øvrige;LAKS;2009;4339643;517710,523;4201153;92417;0;0;30809;0;0;-37299
2009;5;MAI;01 Finnmark;LAKS;2007;1511701;5730690,107;0;414393;166118;1168346,25;2686;670;0;-2955
2009;5;MAI;01 Finnmark;REGNBUEØRRET;2007;2197873;4569987,624;0;456921;0;0;8539;0;0;0
2009;5;MAI;01 Finnmark;LAKS;2008;11233934;13095593,69;0;1319941;0;0;79844;0;0;40
2009;5;MAI;01 Finnmark;REGNBUEØRRET;2008;1377598;1185200,892;0;166839;0;0;4170;0;0;0
2009;5;MAI;01 Finnmark;LAKS;2009;4555877;410575,105;4002352;82171;0;0;117372;0;0;0
2009;5;MAI;02 Troms;REGNBUEØRRET;2004;0;0;0;0;0;0;0;0;0;0
2009;5;MAI;02 Troms;REGNBUEØRRET;2005;0;0;0;0;0;0;0;0;0;0
2009;5;MAI;02 Troms;LAKS;2007;3829250;14032364,03;0;1662161;944874;4631817,625;10981;2195;0;-12659
2009;5;MAI;02 Troms;REGNBUEØRRET;2007;288796;999191,476;0;95858;81396;294479,155;1306;0;0;-636
2009;5;MAI;02 Troms;LAKS;2008;21356535;28953596,38;0;4000824;718834;1019349;205241;0;0;-1472
2009;5;MAI;02 Troms;REGNBUEØRRET;2008;983708;1119459,43;0;223128;0;0;24634;0;0;0
2009;5;MAI;02 Troms;LAKS;2009;8428784;827897,799;5062901;243488;0;0;129886;0;0;0
2009;5;MAI;02 Troms;REGNBUEØRRET;2009;422152;41508,98;337152;8993;0;0;17096;0;0;0
2009;5;MAI;03 Nordland;LAKS;2007;5545653;22469850,33;0;3241876;2440173;11096516,75;7595;10999;0;102698
2009;5;MAI;03 Nordland;REGNBUEØRRET;2007;1390912;5105933,716;0;857456;197284;813277,44;3081;2701;0;8165
2009;5;MAI;03 Nordland;LAKS;2008;35102504;56173498,1;0;8252683;382996;1691394,543;152668;8378;0;134689
2009;5;MAI;03 Nordland;REGNBUEØRRET;2008;603757;1275444,785;0;227560;60123;230092,875;1908;0;0;2859
2009;5;MAI;03 Nordland;LAKS;2009;15304009;2583129,625;8341568;584393;0;0;310198;96;0;2
2009;5;MAI;03 Nordland;REGNBUEØRRET;2009;163304;15419,78;191990;5371;0;0;18885;0;0;0
2009;5;MAI;04 Trøndelag;LAKS;2007;3623040;17723053,11;0;2624467;2884161;13877127,54;32400;7323;0;-51225
2009;5;MAI;04 Trøndelag;LAKS;2008;38002458;67169044,56;0;10564578;361414;1247720,625;116293;63176;0;-23101
2009;5;MAI;04 Trøndelag;REGNBUEØRRET;2008;47429;49104,975;0;14000;0;0;49;0;0;0
2009;5;MAI;04 Trøndelag;LAKS;2009;18482627;3103860,372;14130762;569942;0;0;227976;0;0;0
2009;5;MAI;06 Møre og Romsdal;LAKS;2007;2717929;11734896,15;0;1577752;1355217;6322037,556;34919;60885;0;40438
2009;5;MAI;06 Møre og Romsdal;REGNBUEØRRET;2007;10649;75323,198;0;65200;218281;481686;1038;0;0;0
2009;5;MAI;06 Møre og Romsdal;LAKS;2008;24157230;41319812,1;0;6875240;149895;602896,5;155319;765;0;-4551
2009;5;MAI;06 Møre og Romsdal;REGNBUEØRRET;2008;2111057;2099702,098;0;582685;0;0;1476;0;0;0
2009;5;MAI;06 Møre og Romsdal;LAKS;2009;9710644;1362017,324;6220985;358698;0;0;193571;0;0;10154
2009;5;MAI;07 Sogn og Fjordane;LAKS;2007;1778612;7956500,056;0;1344411;662199;3331679,75;11345;13782;0;-6349
2009;5;MAI;07 Sogn og Fjordane;REGNBUEØRRET;2007;304431;1371353,981;0;237922;0;0;2321;0;0;0
2009;5;MAI;07 Sogn og Fjordane;LAKS;2008;15259097;26472652,33;0;4731089;184803;748140,25;70749;1612;0;1453
2009;5;MAI;07 Sogn og Fjordane;REGNBUEØRRET;2008;2917470;3455206,097;0;981047;0;0;7131;0;0;0
2009;5;MAI;07 Sogn og Fjordane;LAKS;2009;9952793;1363781,322;6954696;380852;0;0;52686;0;0;0
2009;5;MAI;07 Sogn og Fjordane;REGNBUEØRRET;2009;87910;15823,8;0;6500;0;0;339;0;0;0
2009;5;MAI;08 Hordaland;LAKS;2002;0;0;0;0;0;0;0;0;0;0
2009;5;MAI;08 Hordaland;LAKS;2007;2690724;12963292,53;0;2107673;1715842;8248215,417;15595;36693;0;-56240
2009;5;MAI;08 Hordaland;REGNBUEØRRET;2007;240105;979603,501;0;193021;269685;1111507,361;9991;5425;0;-3036
2009;5;MAI;08 Hordaland;LAKS;2008;33748134;65946327,91;0;11943377;588579;2076004,98;103668;22211;0;722
2009;5;MAI;08 Hordaland;REGNBUEØRRET;2008;6291616;13325857,58;0;2930482;621858;2274422,549;27144;6830;0;28942
2009;5;MAI;08 Hordaland;LAKS;2009;18972358;3528457,322;8736996;1360422;0;0;305936;254;0;0
2009;5;MAI;08 Hordaland;REGNBUEØRRET;2009;3363892;875176,971;892413;359046;0;0;16288;0;0;0
2009;5;MAI;09 Rogaland og øvrige;LAKS;2007;2462833;11894895,87;0;1792483;1427920;7167801,5;34404;29488;0;-144919
2009;5;MAI;09 Rogaland og øvrige;LAKS;2008;19206895;30775602,23;0;5820333;89492;367189,625;52505;407;0;-575
2009;5;MAI;09 Rogaland og øvrige;LAKS;2009;7880861;1103347,206;3638518;300202;0;0;111169;0;0;-41869
2009;5;MAI;UOPPGITT;LAKS;2009;96715;13404,482;97051;4500;0;0;336;0;0;0
2009;6;JUNI;01 Finnmark;LAKS;2007;1309507;4567765,186;0;651837;226955;1501511,625;3802;500;0;4222
2009;6;JUNI;01 Finnmark;REGNBUEØRRET;2007;2194527;5064296,428;0;694547;0;0;3332;0;0;0
2009;6;JUNI;01 Finnmark;LAKS;2008;11045398;14712088;0;2232916;76565;267167,25;93318;16587;0;-4644
2009;6;JUNI;01 Finnmark;REGNBUEØRRET;2008;1375270;1362399,045;0;222444;0;0;2318;0;0;0
2009;6;JUNI;01 Finnmark;LAKS;2009;7782704;918133,571;3285913;333705;0;0;160731;0;0;18
2009;6;JUNI;02 Troms;REGNBUEØRRET;2004;0;0;0;0;0;0;0;0;0;0
2009;6;JUNI;02 Troms;REGNBUEØRRET;2005;0;0;0;0;0;0;0;0;0;0
2009;6;JUNI;02 Troms;REGNBUEØRRET;2006;0;0;0;0;0;0;0;0;0;0
2009;6;JUNI;02 Troms;LAKS;2007;2729230;10358761,97;0;1756719;1027202;4462436,125;26945;1729;0;-36447
2009;6;JUNI;02 Troms;REGNBUEØRRET;2007;134898;537541,04;0;88000;158782;536950,135;2478;0;0;2826
2009;6;JUNI;02 Troms;LAKS;2008;21236450;33597303,27;0;6146315;179534;428425,875;184296;0;0;4544
2009;6;JUNI;02 Troms;REGNBUEØRRET;2008;787428;1257736,4;0;286984;0;0;1325;0;0;-8000
2009;6;JUNI;02 Troms;LAKS;2009;15774639;2000202,146;7568008;726102;0;0;207726;0;0;0
2009;6;JUNI;02 Troms;REGNBUEØRRET;2009;495851;77870,03;78000;30324;0;0;4301;0;0;0
2009;6;JUNI;03 Nordland;LAKS;2007;3651040;15557693,94;0;2803715;2049022;9561907,625;5233;7874;0;114580
2009;6;JUNI;03 Nordland;REGNBUEØRRET;2007;1020309;4131906,61;0;822400;373757;1504535,57;2748;4423;0;6641
2009;6;JUNI;03 Nordland;LAKS;2008;33606352;63592970,6;0;12956062;584769;2747275,203;165876;1601;0;-40951
2009;6;JUNI;03 Nordland;REGNBUEØRRET;2008;499907;1086717,971;0;296228;104854;370205,22;2620;0;0;3698
2009;6;JUNI;03 Nordland;LAKS;2009;19639622;3966005,319;3937401;1156847;0;0;240567;0;0;10
2009;6;JUNI;04 Trøndelag;LAKS;2007;1117692;5626517,151;0;856977;2252035;10948848,25;16232;9504;0;18861
2009;6;JUNI;04 Trøndelag;LAKS;2008;37695675;82269364,72;0;16814628;461915;1862885;161086;14419;0;-149537
2009;6;JUNI;04 Trøndelag;REGNBUEØRRET;2008;47352;74575,764;0;23500;0;0;77;0;0;0
2009;6;JUNI;04 Trøndelag;LAKS;2009;22794486;4017997,535;4812348;1337573;0;0;344145;0;0;0
2009;6;JUNI;06 Møre og Romsdal;LAKS;2007;582480;2230617,343;0;444842;1336572;6287691,399;5726;47066;0;9437
2009;6;JUNI;06 Møre og Romsdal;REGNBUEØRRET;2007;10000;82617,92;0;11050;0;0;42;607;0;0
2009;6;JUNI;06 Møre og Romsdal;LAKS;2008;23212867;48795995,95;0;10114150;456894;2017650,75;169179;750;0;8374
2009;6;JUNI;06 Møre og Romsdal;REGNBUEØRRET;2008;2107855;2904231,191;0;1017225;0;0;1182;0;0;0
2009;6;JUNI;06 Møre og Romsdal;LAKS;2009;11990925;2310671,378;2728508;841651;0;0;446312;0;0;4
2009;6;JUNI;07 Sogn og Fjordane;LAKS;2007;1053058;5087906,135;0;925621;710663;3648046,625;6091;18870;0;-20275
2009;6;JUNI;07 Sogn og Fjordane;REGNBUEØRRET;2007;7450;35719,4;0;52882;287082;1315751,643;1767;0;0;16284
2009;6;JUNI;07 Sogn og Fjordane;LAKS;2008;15604996;33409675,85;0;6517536;405412;1764605,5;41338;2074;0;-4034
2009;6;JUNI;07 Sogn og Fjordane;REGNBUEØRRET;2008;2971954;4411582,493;0;1250587;56164;187348;8696;965;0;0
2009;6;JUNI;07 Sogn og Fjordane;LAKS;2009;9759461;2504591,422;620740;856228;0;0;269362;0;0;0
2009;6;JUNI;08 Hordaland;LAKS;2002;0;0;0;0;0;0;0;0;0;0
2009;6;JUNI;08 Hordaland;LAKS;2007;890950;4721689,313;0;684748;1768578;8648276,696;5601;49164;0;46075
2009;6;JUNI;08 Hordaland;REGNBUEØRRET;2007;118166;521678,885;0;102012;114357;453549,405;3086;2425;0;-2071
2009;6;JUNI;08 Hordaland;LAKS;2008;31801150;72936450,71;0;15080459;1293628;5446126,5;384182;35537;0;15718
2009;6;JUNI;08 Hordaland;REGNBUEØRRET;2008;4770335;11029096,93;0;2727033;527570;2054996,541;54152;10635;0;-20219
2009;6;JUNI;08 Hordaland;LAKS;2009;18268493;5290634,016;0;2269345;0;0;806793;104;4100;110
2009;6;JUNI;08 Hordaland;REGNBUEØRRET;2009;3597935;2073699,26;106000;687957;27344;126430;91082;0;0;0
2009;6;JUNI;09 Rogaland og øvrige;REGNBUEØRRET;2004;4255;32637,6;0;3600;0;0;200;0;0;0
2009;6;JUNI;09 Rogaland og øvrige;REGNBUEØRRET;2005;10725;67600,5;0;18660;0;0;6;0;0;0
2009;6;JUNI;09 Rogaland og øvrige;LAKS;2006;13609;138615;0;0;0;0;35;0;0;0
2009;6;JUNI;09 Rogaland og øvrige;LAKS;2007;755519;3765981,339;0;699611;1649099;7913328,75;25394;49422;0;57141
2009;6;JUNI;09 Rogaland og øvrige;LAKS;2008;18257393;35180546,75;0;7371953;255084;1020487;104198;6210;0;11117
2009;6;JUNI;09 Rogaland og øvrige;REGNBUEØRRET;2008;15208;17032,96;0;8100;0;0;62;0;0;0
2009;6;JUNI;09 Rogaland og øvrige;LAKS;2009;7572250;1499613,406;17900;536635;0;0;325658;0;0;0
2009;6;JUNI;UOPPGITT;LAKS;2009;144587;25526,224;48000;7500;0;0;128;0;0;0
2009;7;JULI;01 Finnmark;LAKS;2007;1274090;4983771,78;0;906584;31253;116377,875;4089;75;0;0
2009;7;JULI;01 Finnmark;REGNBUEØRRET;2007;2054433;5646623,9;0;1099321;0;0;15669;0;0;-124425
